Rank,English_Meaning,Language_A,Word_A,Language_B,Word_B,Similarity_Score,Pattern_Detected
2845,guarantee,es,garantía,fr,garantie,0.750,delta: 'ía' vs 'ie'
2845,guarantee,es,garantía,gl,Garantía,0.875,delta: 'g' vs 'G'
2845,guarantee,es,garantía,it,garanzia,0.750,delta: 'tí' vs 'zi'
2845,guarantee,es,garantía,pt,garantia,0.875,delta: 'í' vs 'i'
2845,guarantee,fr,garantie,it,garanzia,0.750,delta: 'tie' vs 'zia'
2845,guarantee,fr,garantie,pt,garantia,0.875,delta: 'e' vs 'a'
2845,guarantee,fr,garantie,ro,garanție,0.875,delta: 't' vs 'ț'
2845,guarantee,gl,Garantía,pt,garantia,0.750,delta: 'Garantí' vs 'garanti'
2845,guarantee,it,garanzia,pt,garantia,0.875,delta: 'z' vs 't'
2845,guarantee,it,garanzia,ro,garanție,0.750,delta: 'zia' vs 'ție'
2845,guarantee,pt,garantia,ro,garanție,0.750,delta: 'tia' vs 'ție'
2846,historic,en,historic,ca,històric,0.875,delta: 'o' vs 'ò'
2846,historic,en,historic,es,histórico,0.824,delta: 'oric' vs 'órico'
2846,historic,en,historic,fr,historique,0.778,delta: 'c' vs 'que'
2846,historic,en,historic,gl,histórico,0.824,delta: 'oric' vs 'órico'
2846,historic,en,historic,it,storico,0.800,delta: 'historic' vs 'storico'
2846,historic,en,historic,pt,histórico,0.824,delta: 'oric' vs 'órico'
2846,historic,en,historic,ro,istoric,0.933,delta: 'h' vs ''
2846,historic,ca,històric,es,histórico,0.824,delta: 'òric' vs 'órico'
2846,historic,ca,històric,gl,histórico,0.824,delta: 'òric' vs 'órico'
2846,historic,ca,històric,pt,histórico,0.824,delta: 'òric' vs 'órico'
2846,historic,ca,històric,ro,istoric,0.800,delta: 'histò' vs 'isto'
2846,historic,es,histórico,it,storico,0.750,delta: 'histó' vs 'sto'
2846,historic,es,histórico,ro,istoric,0.750,delta: 'histórico' vs 'istoric'
2846,historic,fr,historique,ro,istoric,0.706,delta: 'historique' vs 'istoric'
2846,historic,gl,histórico,it,storico,0.750,delta: 'histó' vs 'sto'
2846,historic,gl,histórico,ro,istoric,0.750,delta: 'histórico' vs 'istoric'
2846,historic,it,storico,pt,histórico,0.750,delta: 'sto' vs 'histó'
2846,historic,it,storico,ro,istoric,0.857,delta: 'storico' vs 'istoric'
2846,historic,pt,histórico,ro,istoric,0.750,delta: 'histórico' vs 'istoric'
2847,educator,en,educator,ca,educador,0.875,delta: 't' vs 'd'
2847,educator,en,educator,es,educador,0.875,delta: 't' vs 'd'
2847,educator,en,educator,fr,éducateur,0.706,delta: 'educato' vs 'éducateu'
2847,educator,en,educator,gl,educador,0.875,delta: 't' vs 'd'
2847,educator,en,educator,it,educatore,0.941,delta: '' vs 'e'
2847,educator,en,educator,pt,educador,0.875,delta: 't' vs 'd'
2847,educator,ca,educador,it,educatore,0.824,delta: 'dor' vs 'tore'
2847,educator,ca,educador,ro,educator,0.875,delta: 'd' vs 't'
2847,educator,es,educador,it,educatore,0.824,delta: 'dor' vs 'tore'
2847,educator,es,educador,ro,educator,0.875,delta: 'd' vs 't'
2847,educator,fr,éducateur,ro,educator,0.706,delta: 'éducateu' vs 'educato'
2847,educator,gl,educador,it,educatore,0.824,delta: 'dor' vs 'tore'
2847,educator,gl,educador,ro,educator,0.875,delta: 'd' vs 't'
2847,educator,it,educatore,pt,educador,0.824,delta: 'tore' vs 'dor'
2847,educator,it,educatore,ro,educator,0.941,delta: 'e' vs ''
2847,educator,pt,educador,ro,educator,0.875,delta: 'd' vs 't'
2849,personnel,en,personnel,ca,personal,0.824,delta: 'ne' vs 'a'
2849,personnel,en,personnel,es,personal,0.824,delta: 'ne' vs 'a'
2849,personnel,en,personnel,gl,persoal,0.750,delta: 'nne' vs 'a'
2849,personnel,en,personnel,it,personale,0.778,delta: 'nel' vs 'ale'
2849,personnel,en,personnel,ro,personal,0.824,delta: 'ne' vs 'a'
2849,personnel,ca,personal,fr,personnel,0.824,delta: 'a' vs 'ne'
2849,personnel,ca,personal,gl,persoal,0.933,delta: 'n' vs ''
2849,personnel,ca,personal,it,personale,0.941,delta: '' vs 'e'
2849,personnel,ca,personal,pt,pessoal,0.800,delta: 'rson' vs 'sso'
2849,personnel,es,personal,fr,personnel,0.824,delta: 'a' vs 'ne'
2849,personnel,es,personal,gl,persoal,0.933,delta: 'n' vs ''
2849,personnel,es,personal,it,personale,0.941,delta: '' vs 'e'
2849,personnel,es,personal,pt,pessoal,0.800,delta: 'rson' vs 'sso'
2849,personnel,fr,personnel,gl,persoal,0.750,delta: 'nne' vs 'a'
2849,personnel,fr,personnel,it,personale,0.778,delta: 'nel' vs 'ale'
2849,personnel,fr,personnel,ro,personal,0.824,delta: 'ne' vs 'a'
2849,personnel,gl,persoal,it,personale,0.875,delta: 'al' vs 'nale'
2849,personnel,gl,persoal,pt,pessoal,0.857,delta: 'r' vs 's'
2849,personnel,gl,persoal,ro,personal,0.933,delta: '' vs 'n'
2849,personnel,it,personale,pt,pessoal,0.750,delta: 'rsonale' vs 'ssoal'
2849,personnel,it,personale,ro,personal,0.941,delta: 'e' vs ''
2849,personnel,pt,pessoal,ro,personal,0.800,delta: 'sso' vs 'rson'
2850,race,ca,carrera,gl,carreira,0.933,delta: '' vs 'i'
2850,race,es,raza,pt,raça,0.750,delta: 'z' vs 'ç'
2850,race,fr,course,it,corsa,0.727,delta: 'urse' vs 'rsa'
2851,confront,en,confront,es,confrontar,0.889,delta: '' vs 'ar'
2851,confront,en,confront,it,confrontarsi,0.800,delta: '' vs 'arsi'
2851,confront,en,confront,ro,confrunta,0.824,delta: 'ont' vs 'unta'
2851,confront,ca,enfrontar-se,es,confrontar,0.727,delta: 'enfrontar-se' vs 'confrontar'
2851,confront,ca,enfrontar-se,gl,enfrontarse,0.957,delta: '-' vs ''
2851,confront,ca,enfrontar-se,it,confrontarsi,0.750,delta: 'enfrontar-se' vs 'confrontarsi'
2851,confront,ca,enfrontar-se,pt,enfrentar,0.762,delta: 'ontar-se' vs 'entar'
2851,confront,es,confrontar,gl,enfrontarse,0.762,delta: 'confrontar' vs 'enfrontarse'
2851,confront,es,confrontar,it,confrontarsi,0.909,delta: '' vs 'si'
2851,confront,es,confrontar,pt,enfrentar,0.737,delta: 'confro' vs 'enfre'
2851,confront,es,confrontar,ro,confrunta,0.842,delta: 'ontar' vs 'unta'
2851,confront,gl,enfrontarse,it,confrontarsi,0.783,delta: 'enfrontarse' vs 'confrontarsi'
2851,confront,gl,enfrontarse,pt,enfrentar,0.800,delta: 'ontarse' vs 'entar'
2851,confront,it,confrontarsi,ro,confrunta,0.762,delta: 'ontarsi' vs 'unta'
2852,terrorist,en,terrorist,ca,terrorista,0.947,delta: '' vs 'a'
2852,terrorist,en,terrorist,es,terrorista,0.947,delta: '' vs 'a'
2852,terrorist,en,terrorist,fr,terroriste,0.947,delta: '' vs 'e'
2852,terrorist,en,terrorist,gl,terrorista,0.947,delta: '' vs 'a'
2852,terrorist,en,terrorist,it,terrorista,0.947,delta: '' vs 'a'
2852,terrorist,en,terrorist,pt,terrorista,0.947,delta: '' vs 'a'
2852,terrorist,en,terrorist,ro,terorist,0.941,delta: 'r' vs ''
2852,terrorist,ca,terrorista,fr,terroriste,0.900,delta: 'a' vs 'e'
2852,terrorist,ca,terrorista,ro,terorist,0.889,delta: 'rorista' vs 'orist'
2852,terrorist,es,terrorista,fr,terroriste,0.900,delta: 'a' vs 'e'
2852,terrorist,es,terrorista,ro,terorist,0.889,delta: 'rorista' vs 'orist'
2852,terrorist,fr,terroriste,gl,terrorista,0.900,delta: 'e' vs 'a'
2852,terrorist,fr,terroriste,it,terrorista,0.900,delta: 'e' vs 'a'
2852,terrorist,fr,terroriste,pt,terrorista,0.900,delta: 'e' vs 'a'
2852,terrorist,fr,terroriste,ro,terorist,0.889,delta: 'roriste' vs 'orist'
2852,terrorist,gl,terrorista,ro,terorist,0.889,delta: 'rorista' vs 'orist'
2852,terrorist,it,terrorista,ro,terorist,0.889,delta: 'rorista' vs 'orist'
2852,terrorist,pt,terrorista,ro,terorist,0.889,delta: 'rorista' vs 'orist'
2853,royal,en,royal,fr,Royal,0.800,delta: 'r' vs 'R'
2853,royal,es,real,it,reale,0.889,delta: '' vs 'e'
2853,royal,es,real,ro,regal,0.889,delta: '' vs 'g'
2853,royal,it,reale,pt,real,0.889,delta: 'e' vs ''
2853,royal,it,reale,ro,regal,0.800,delta: 'ale' vs 'gal'
2853,royal,pt,real,ro,regal,0.889,delta: '' vs 'g'
2854,elite,en,elite,ca,elit,0.889,delta: 'e' vs ''
2854,elite,en,elite,es,élite,0.800,delta: 'e' vs 'é'
2854,elite,en,elite,fr,élite,0.800,delta: 'e' vs 'é'
2854,elite,en,elite,ro,elită,0.800,delta: 'e' vs 'ă'
2854,elite,ca,elit,gl,elite,0.889,delta: '' vs 'e'
2854,elite,ca,elit,it,elite,0.889,delta: '' vs 'e'
2854,elite,ca,elit,pt,elite,0.889,delta: '' vs 'e'
2854,elite,ca,elit,ro,elită,0.889,delta: '' vs 'ă'
2854,elite,es,élite,gl,elite,0.800,delta: 'é' vs 'e'
2854,elite,es,élite,it,elite,0.800,delta: 'é' vs 'e'
2854,elite,es,élite,pt,elite,0.800,delta: 'é' vs 'e'
2854,elite,fr,élite,gl,elite,0.800,delta: 'é' vs 'e'
2854,elite,fr,élite,it,elite,0.800,delta: 'é' vs 'e'
2854,elite,fr,élite,pt,elite,0.800,delta: 'é' vs 'e'
2854,elite,gl,elite,ro,elită,0.800,delta: 'e' vs 'ă'
2854,elite,it,elite,ro,elită,0.800,delta: 'e' vs 'ă'
2854,elite,pt,elite,ro,elită,0.800,delta: 'e' vs 'ă'
2855,occupy,en,occupy,fr,occuper,0.769,delta: 'y' vs 'er'
2855,occupy,en,occupy,it,occupare,0.714,delta: 'y' vs 'are'
2855,occupy,en,occupy,ro,ocupa,0.727,delta: 'cupy' vs 'upa'
2855,occupy,ca,ocupar,fr,occuper,0.769,delta: 'upa' vs 'cupe'
2855,occupy,ca,ocupar,it,occupare,0.857,delta: 'upar' vs 'cupare'
2855,occupy,ca,ocupar,ro,ocupa,0.909,delta: 'r' vs ''
2855,occupy,es,ocupar,fr,occuper,0.769,delta: 'upa' vs 'cupe'
2855,occupy,es,ocupar,it,occupare,0.857,delta: 'upar' vs 'cupare'
2855,occupy,es,ocupar,ro,ocupa,0.909,delta: 'r' vs ''
2855,occupy,fr,occuper,gl,ocupar,0.769,delta: 'cupe' vs 'upa'
2855,occupy,fr,occuper,it,occupare,0.800,delta: 'er' vs 'are'
2855,occupy,fr,occuper,pt,ocupar,0.769,delta: 'cupe' vs 'upa'
2855,occupy,gl,ocupar,it,occupare,0.857,delta: 'upar' vs 'cupare'
2855,occupy,gl,ocupar,ro,ocupa,0.909,delta: 'r' vs ''
2855,occupy,it,occupare,pt,ocupar,0.857,delta: 'cupare' vs 'upar'
2855,occupy,it,occupare,ro,ocupa,0.769,delta: 'cupare' vs 'upa'
2855,occupy,pt,ocupar,ro,ocupa,0.909,delta: 'r' vs ''
2856,emphasis,es,énfasis,gl,énfase,0.769,delta: 'is' vs 'e'
2856,emphasis,es,énfasis,it,enfasi,0.769,delta: 'énfasis' vs 'enfasi'
2856,emphasis,gl,énfase,pt,ênfase,0.833,delta: 'é' vs 'ê'
2857,wet,es,mojado,gl,mollado,0.769,delta: 'j' vs 'll'
2857,wet,es,mojado,pt,molhado,0.769,delta: 'j' vs 'lh'
2857,wet,gl,mollado,pt,molhado,0.857,delta: 'l' vs 'h'
2858,destruction,en,destruction,ca,destrucció,0.762,delta: 'tion' vs 'ció'
2858,destruction,en,destruction,es,destrucción,0.818,delta: 'tio' vs 'ció'
2858,destruction,en,destruction,gl,destrución,0.857,delta: 'tio' vs 'ió'
2858,destruction,en,destruction,it,distruzione,0.727,delta: 'estruction' vs 'istruzione'
2858,destruction,en,destruction,pt,destruição,0.762,delta: 'ction' vs 'ição'
2858,destruction,ca,destrucció,es,destrucción,0.952,delta: '' vs 'n'
2858,destruction,ca,destrucció,fr,destruction,0.762,delta: 'ció' vs 'tion'
2858,destruction,ca,destrucció,gl,destrución,0.900,delta: 'ció' vs 'ión'
2858,destruction,es,destrucción,fr,destruction,0.818,delta: 'ció' vs 'tio'
2858,destruction,es,destrucción,gl,destrución,0.952,delta: 'c' vs ''
2858,destruction,fr,destruction,gl,destrución,0.857,delta: 'tio' vs 'ió'
2858,destruction,fr,destruction,it,distruzione,0.727,delta: 'estruction' vs 'istruzione'
2858,destruction,fr,destruction,pt,destruição,0.762,delta: 'ction' vs 'ição'
2860,inner,ca,interior,es,interno,0.800,delta: 'ior' vs 'no'
2860,inner,ca,interior,fr,intérieur,0.706,delta: 'erio' vs 'érieu'
2860,inner,ca,interior,it,interno,0.800,delta: 'ior' vs 'no'
2860,inner,ca,interior,pt,interno,0.800,delta: 'ior' vs 'no'
2860,inner,es,interno,gl,interior,0.800,delta: 'no' vs 'ior'
2860,inner,es,interno,ro,interior,0.800,delta: 'no' vs 'ior'
2860,inner,fr,intérieur,gl,interior,0.706,delta: 'érieu' vs 'erio'
2860,inner,fr,intérieur,ro,interior,0.706,delta: 'érieu' vs 'erio'
2860,inner,gl,interior,it,interno,0.800,delta: 'ior' vs 'no'
2860,inner,gl,interior,pt,interno,0.800,delta: 'ior' vs 'no'
2860,inner,it,interno,ro,interior,0.800,delta: 'no' vs 'ior'
2860,inner,pt,interno,ro,interior,0.800,delta: 'no' vs 'ior'
2861,proceed,en,proceed,ca,procedir,0.800,delta: 'ed' vs 'dir'
2861,proceed,en,proceed,gl,proceder,0.800,delta: 'ed' vs 'der'
2861,proceed,en,proceed,it,procedere,0.750,delta: 'ed' vs 'dere'
2861,proceed,ca,procedir,fr,procéder,0.750,delta: 'edi' vs 'éde'
2861,proceed,ca,procedir,gl,proceder,0.875,delta: 'i' vs 'e'
2861,proceed,ca,procedir,it,procedere,0.824,delta: 'ir' vs 'ere'
2861,proceed,es,Continuar,ro,continua,0.824,delta: 'Continuar' vs 'continua'
2861,proceed,fr,procéder,gl,proceder,0.875,delta: 'é' vs 'e'
2861,proceed,fr,procéder,it,procedere,0.824,delta: 'éder' vs 'edere'
2861,proceed,gl,proceder,it,procedere,0.941,delta: '' vs 'e'
2861,proceed,pt,Continuar,ro,continua,0.824,delta: 'Continuar' vs 'continua'
2862,violate,en,violate,ca,violar,0.769,delta: 'te' vs 'r'
2862,violate,en,violate,es,violar,0.769,delta: 'te' vs 'r'
2862,violate,en,violate,fr,violer,0.769,delta: 'ate' vs 'er'
2862,violate,en,violate,gl,violar,0.769,delta: 'te' vs 'r'
2862,violate,en,violate,it,violare,0.857,delta: 't' vs 'r'
2862,violate,en,violate,pt,violar,0.769,delta: 'te' vs 'r'
2862,violate,ca,violar,fr,violer,0.833,delta: 'a' vs 'e'
2862,violate,ca,violar,it,violare,0.923,delta: '' vs 'e'
2862,violate,es,violar,fr,violer,0.833,delta: 'a' vs 'e'
2862,violate,es,violar,it,violare,0.923,delta: '' vs 'e'
2862,violate,fr,violer,gl,violar,0.833,delta: 'e' vs 'a'
2862,violate,fr,violer,it,violare,0.769,delta: 'er' vs 'are'
2862,violate,fr,violer,pt,violar,0.833,delta: 'e' vs 'a'
2862,violate,gl,violar,it,violare,0.923,delta: '' vs 'e'
2862,violate,it,violare,pt,violar,0.923,delta: 'e' vs ''
2863,chart,ca,gràfic,es,gráfico,0.769,delta: 'àfic' vs 'áfico'
2863,chart,ca,gràfic,gl,gráfico,0.769,delta: 'àfic' vs 'áfico'
2863,chart,ca,gràfic,it,grafico,0.769,delta: 'àfic' vs 'afico'
2863,chart,ca,gràfic,pt,gráfico,0.769,delta: 'àfic' vs 'áfico'
2863,chart,es,gráfico,it,grafico,0.857,delta: 'á' vs 'a'
2863,chart,gl,gráfico,it,grafico,0.857,delta: 'á' vs 'a'
2863,chart,it,grafico,pt,gráfico,0.857,delta: 'a' vs 'á'
2864,pace,ca,ritme,es,ritmo,0.800,delta: 'e' vs 'o'
2864,pace,ca,ritme,fr,rythme,0.727,delta: 'it' vs 'yth'
2864,pace,ca,ritme,it,ritmo,0.800,delta: 'e' vs 'o'
2864,pace,ca,ritme,pt,ritmo,0.800,delta: 'e' vs 'o'
2864,pace,ca,ritme,ro,ritm,0.889,delta: 'e' vs ''
2864,pace,es,ritmo,ro,ritm,0.889,delta: 'o' vs ''
2864,pace,it,ritmo,ro,ritm,0.889,delta: 'o' vs ''
2864,pace,pt,ritmo,ro,ritm,0.889,delta: 'o' vs ''
2865,finance,en,finance,ca,Finances,0.800,delta: 'finance' vs 'Finances'
2865,finance,en,finance,fr,la finance,0.824,delta: '' vs 'la '
2865,finance,en,finance,it,finanza,0.714,delta: 'ce' vs 'za'
2865,finance,en,finance,pt,finança,0.714,delta: 'ce' vs 'ça'
2865,finance,en,finance,ro,finanţa,0.714,delta: 'ce' vs 'ţa'
2865,finance,ca,Finances,es,Finanzas,0.750,delta: 'ce' vs 'za'
2865,finance,es,Finanzas,gl,finanzas,0.875,delta: 'F' vs 'f'
2865,finance,es,Finanzas,it,finanza,0.800,delta: 'Finanzas' vs 'finanza'
2865,finance,gl,finanzas,it,finanza,0.933,delta: 's' vs ''
2865,finance,gl,finanzas,pt,finança,0.800,delta: 'zas' vs 'ça'
2865,finance,gl,finanzas,ro,finanţa,0.800,delta: 'zas' vs 'ţa'
2865,finance,it,finanza,pt,finança,0.857,delta: 'z' vs 'ç'
2865,finance,it,finanza,ro,finanţa,0.857,delta: 'z' vs 'ţ'
2865,finance,pt,finança,ro,finanţa,0.857,delta: 'ç' vs 'ţ'
2866,champion,en,champion,ca,campió,0.714,delta: 'hampion' vs 'ampió'
2866,champion,en,champion,gl,campión,0.800,delta: 'hampio' vs 'ampió'
2866,champion,en,champion,it,campione,0.875,delta: 'hampion' vs 'ampione'
2866,champion,en,champion,ro,campion,0.933,delta: 'h' vs ''
2866,champion,ca,campió,es,campeón,0.769,delta: 'ió' vs 'eón'
2866,champion,ca,campió,fr,champion,0.714,delta: 'ampió' vs 'hampion'
2866,champion,ca,campió,gl,campión,0.923,delta: '' vs 'n'
2866,champion,ca,campió,it,campione,0.714,delta: 'ó' vs 'one'
2866,champion,ca,campió,ro,campion,0.769,delta: 'ó' vs 'on'
2866,champion,es,campeón,gl,campión,0.857,delta: 'e' vs 'i'
2866,champion,es,campeón,pt,campeão,0.714,delta: 'ón' vs 'ão'
2866,champion,es,campeón,ro,campion,0.714,delta: 'eó' vs 'io'
2866,champion,fr,champion,gl,campión,0.800,delta: 'hampio' vs 'ampió'
2866,champion,fr,champion,it,campione,0.875,delta: 'hampion' vs 'ampione'
2866,champion,fr,champion,ro,campion,0.933,delta: 'h' vs ''
2866,champion,gl,campión,it,campione,0.800,delta: 'ón' vs 'one'
2866,champion,gl,campión,ro,campion,0.857,delta: 'ó' vs 'o'
2866,champion,it,campione,ro,campion,0.933,delta: 'e' vs ''
2866,champion,pt,campeão,ro,campion,0.714,delta: 'eão' vs 'ion'
2867,snap,ca,encaixar,gl,encaixe,0.800,delta: 'ar' vs 'e'
2868,suspect,en,suspect,pt,suspeito,0.800,delta: 'ct' vs 'ito'
2868,suspect,ca,sospitós,gl,sospeitoso,0.778,delta: 'itós' vs 'eitoso'
2868,suspect,es,sospechar,it,sospettare,0.737,delta: 'char' vs 'ttare'
2868,suspect,fr,suspect,pt,suspeito,0.800,delta: 'ct' vs 'ito'
2868,suspect,gl,sospeitoso,pt,suspeito,0.778,delta: 'ospeitos' vs 'uspeit'
2868,suspect,pt,suspeito,ro,suspect,0.800,delta: 'ito' vs 'ct'
2869,advise,en,advise,it,avvisare,0.714,delta: 'dvis' vs 'vvisar'
2869,advise,ca,aconsellar,es,aconsejar,0.842,delta: 'll' vs 'j'
2869,advise,ca,aconsellar,fr,conseiller,0.800,delta: 'aconsella' vs 'conseille'
2869,advise,es,aconsejar,gl,aconsellar,0.842,delta: 'j' vs 'll'
2869,advise,fr,conseiller,gl,aconsellar,0.800,delta: 'conseille' vs 'aconsella'
2870,initially,en,initially,ro,inițial,0.750,delta: 'tially' vs 'țial'
2870,initially,ca,inicialment,es,inicialmente,0.957,delta: '' vs 'e'
2870,initially,ca,inicialment,fr,initialement,0.870,delta: 'cial' vs 'tiale'
2870,initially,ca,inicialment,gl,inicialmente,0.957,delta: '' vs 'e'
2870,initially,ca,inicialment,it,inizialmente,0.870,delta: 'cialment' vs 'zialmente'
2870,initially,ca,inicialment,pt,inicialmente,0.957,delta: '' vs 'e'
2870,initially,es,inicialmente,fr,initialement,0.833,delta: 'cialmente' vs 'tialement'
2870,initially,es,inicialmente,it,inizialmente,0.917,delta: 'c' vs 'z'
2870,initially,fr,initialement,gl,inicialmente,0.833,delta: 'tialement' vs 'cialmente'
2870,initially,fr,initialement,it,inizialmente,0.833,delta: 'tialement' vs 'zialmente'
2870,initially,fr,initialement,pt,inicialmente,0.833,delta: 'tialement' vs 'cialmente'
2870,initially,gl,inicialmente,it,inizialmente,0.917,delta: 'c' vs 'z'
2870,initially,it,inizialmente,pt,inicialmente,0.917,delta: 'z' vs 'c'
2871,advanced,ca,avançat,pt,avançado,0.800,delta: 't' vs 'do'
2871,advanced,ca,avançat,ro,avansat,0.857,delta: 'ç' vs 's'
2871,advanced,es,avanzado,pt,avançado,0.875,delta: 'z' vs 'ç'
2871,advanced,gl,avanzado,pt,avançado,0.875,delta: 'z' vs 'ç'
2872,unlikely,ca,poc probable,es,improbable,0.727,delta: 'poc ' vs 'im'
2872,unlikely,ca,poc probable,fr,peu probable,0.833,delta: 'oc' vs 'eu'
2872,unlikely,ca,poc probable,gl,improbable,0.727,delta: 'poc ' vs 'im'
2872,unlikely,es,improbable,fr,peu probable,0.727,delta: 'im' vs 'peu '
2872,unlikely,es,improbable,it,improbabile,0.952,delta: '' vs 'i'
2872,unlikely,es,improbable,ro,improbabil,0.900,delta: 'le' vs 'il'
2872,unlikely,fr,peu probable,gl,improbable,0.727,delta: 'peu ' vs 'im'
2872,unlikely,gl,improbable,it,improbabile,0.952,delta: '' vs 'i'
2872,unlikely,gl,improbable,ro,improbabil,0.900,delta: 'le' vs 'il'
2872,unlikely,it,improbabile,ro,improbabil,0.952,delta: 'e' vs ''
2873,barrier,en,barrier,ca,barrera,0.857,delta: 'ier' vs 'era'
2873,barrier,en,barrier,es,barrera,0.857,delta: 'ier' vs 'era'
2873,barrier,en,barrier,fr,barrière,0.800,delta: 'er' vs 'ère'
2873,barrier,en,barrier,gl,barreira,0.800,delta: 'ier' vs 'eira'
2873,barrier,en,barrier,it,barriera,0.933,delta: '' vs 'a'
2873,barrier,en,barrier,pt,barreira,0.800,delta: 'ier' vs 'eira'
2873,barrier,en,barrier,ro,barieră,0.857,delta: 'rier' vs 'ieră'
2873,barrier,ca,barrera,gl,barreira,0.933,delta: '' vs 'i'
2873,barrier,ca,barrera,it,barriera,0.933,delta: '' vs 'i'
2873,barrier,ca,barrera,pt,barreira,0.933,delta: '' vs 'i'
2873,barrier,ca,barrera,ro,barieră,0.714,delta: 'rera' vs 'ieră'
2873,barrier,es,barrera,gl,barreira,0.933,delta: '' vs 'i'
2873,barrier,es,barrera,it,barriera,0.933,delta: '' vs 'i'
2873,barrier,es,barrera,pt,barreira,0.933,delta: '' vs 'i'
2873,barrier,es,barrera,ro,barieră,0.714,delta: 'rera' vs 'ieră'
2873,barrier,fr,barrière,gl,barreira,0.750,delta: 'ière' vs 'eira'
2873,barrier,fr,barrière,it,barriera,0.750,delta: 'ère' vs 'era'
2873,barrier,fr,barrière,pt,barreira,0.750,delta: 'ière' vs 'eira'
2873,barrier,gl,barreira,it,barriera,0.875,delta: 'ei' vs 'ie'
2873,barrier,it,barriera,pt,barreira,0.875,delta: 'ie' vs 'ei'
2873,barrier,it,barriera,ro,barieră,0.800,delta: 'riera' vs 'ieră'
2874,advocate,en,advocate,ca,advocat,0.933,delta: 'e' vs ''
2874,advocate,en,advocate,fr,avocat,0.857,delta: 'dvocate' vs 'vocat'
2874,advocate,en,advocate,it,avvocato,0.750,delta: 'dvocate' vs 'vvocato'
2874,advocate,en,advocate,ro,avocat,0.857,delta: 'dvocate' vs 'vocat'
2874,advocate,ca,advocat,fr,avocat,0.923,delta: 'd' vs ''
2874,advocate,ca,advocat,it,avvocato,0.800,delta: 'dvocat' vs 'vvocato'
2874,advocate,ca,advocat,ro,avocat,0.923,delta: 'd' vs ''
2874,advocate,fr,avocat,it,avvocato,0.857,delta: 'ocat' vs 'vocato'
2874,advocate,gl,avogado,pt,advogado,0.933,delta: '' vs 'd'
2874,advocate,it,avvocato,ro,avocat,0.857,delta: 'vocato' vs 'ocat'
2875,label,ca,etiqueta,fr,étiqueter,0.706,delta: 'etiqueta' vs 'étiqueter'
2875,label,ca,etiqueta,it,etichetta,0.706,delta: 'que' vs 'chet'
2875,label,ca,etiqueta,ro,eticheta,0.750,delta: 'qu' vs 'ch'
2875,label,es,etiqueta,fr,étiqueter,0.706,delta: 'etiqueta' vs 'étiqueter'
2875,label,es,etiqueta,it,etichetta,0.706,delta: 'que' vs 'chet'
2875,label,es,etiqueta,ro,eticheta,0.750,delta: 'qu' vs 'ch'
2875,label,fr,étiqueter,gl,etiqueta,0.706,delta: 'étiqueter' vs 'etiqueta'
2875,label,fr,étiqueter,pt,etiqueta,0.706,delta: 'étiqueter' vs 'etiqueta'
2875,label,gl,etiqueta,it,etichetta,0.706,delta: 'que' vs 'chet'
2875,label,gl,etiqueta,ro,eticheta,0.750,delta: 'qu' vs 'ch'
2875,label,it,etichetta,pt,etiqueta,0.706,delta: 'chet' vs 'que'
2875,label,it,etichetta,ro,eticheta,0.941,delta: 't' vs ''
2875,label,pt,etiqueta,ro,eticheta,0.750,delta: 'qu' vs 'ch'
2876,access,en,access,ca,accés,0.727,delta: 'es' vs 'é'
2876,access,en,access,es,acceso,0.833,delta: 's' vs 'o'
2876,access,en,access,fr,accès,0.727,delta: 'es' vs 'è'
2876,access,en,access,gl,acceso,0.833,delta: 's' vs 'o'
2876,access,en,access,it,accesso,0.923,delta: '' vs 'o'
2876,access,en,access,ro,acces,0.909,delta: 's' vs ''
2876,access,ca,accés,es,acceso,0.727,delta: 'és' vs 'eso'
2876,access,ca,accés,fr,accès,0.800,delta: 'é' vs 'è'
2876,access,ca,accés,gl,acceso,0.727,delta: 'és' vs 'eso'
2876,access,ca,accés,ro,acces,0.800,delta: 'é' vs 'e'
2876,access,es,acceso,fr,accès,0.727,delta: 'eso' vs 'ès'
2876,access,es,acceso,it,accesso,0.923,delta: '' vs 's'
2876,access,es,acceso,ro,acces,0.909,delta: 'o' vs ''
2876,access,fr,accès,gl,acceso,0.727,delta: 'ès' vs 'eso'
2876,access,fr,accès,ro,acces,0.800,delta: 'è' vs 'e'
2876,access,gl,acceso,it,accesso,0.923,delta: '' vs 's'
2876,access,gl,acceso,ro,acces,0.909,delta: 'o' vs ''
2876,access,it,accesso,pt,Acesso,0.769,delta: 'ac' vs 'A'
2876,access,it,accesso,ro,acces,0.833,delta: 'so' vs ''
2877,horrible,en,horrible,it,orribile,0.875,delta: 'horrib' vs 'orribi'
2877,horrible,en,horrible,ro,oribil,0.714,delta: 'horrible' vs 'oribil'
2877,horrible,ca,horrible,it,orribile,0.875,delta: 'horrib' vs 'orribi'
2877,horrible,ca,horrible,ro,oribil,0.714,delta: 'horrible' vs 'oribil'
2877,horrible,es,horrible,it,orribile,0.875,delta: 'horrib' vs 'orribi'
2877,horrible,es,horrible,ro,oribil,0.714,delta: 'horrible' vs 'oribil'
2877,horrible,fr,horrible,it,orribile,0.875,delta: 'horrib' vs 'orribi'
2877,horrible,fr,horrible,ro,oribil,0.714,delta: 'horrible' vs 'oribil'
